customer_id,user_name,ratings,review_head,review_body
review-5ca46077-bb3a-4504-9d8e-928202ec1a9e,Hardik Khant,4,Really Nice,best driver 75 95mb spped
review-b658a455-00e9-4816-b598-52f84aa4bbd4,Flipkart Customer,5,Highly recommended,good product good working like tq flipkart
review-529262c2-5735-4c88-8302-389aeff3e983,MUKESH SAGAR,2,Not good,stopped working
review-00b3a109-ac8d-417e-882e-f16ad758c4ea,Flipkart Customer,5,Best in the market!,hard disc good
review-638c18a4-ba91-4ded-b97d-3a5718aa23e0,SUDHIR MONDITHOKA,5,Great product,nice
review-4bbe5c8c-6249-466e-85da-aeb1fbf58e02,Dhanwanti Godha,5,Worth every penny,nice
review-2c26911b-426a-45a4-8a0f-89d82ea98b22,Flipkart Customer,3,Nice,product good prise
review-d8838d71-62be-4f64-8fab-ed6a88dea679,Kulvinder Verma,5,Mind-blowing purchase,good
review-b572a9c2-4ad8-43c3-9624-ad995e3ee78f,Agniswar Ganguly,3,Does the job,nice
review-3544af2f-e012-45d6-ba31-cad1058ff589,Ashok Rathod,5,Perfect product!,ok
review-6ad1141d-a396-433c-b9e0-a1c6f2fbfcd1,parla venkatesh,5,Super!,bad
review-63004198-cc54-4cca-b9b5-09506d0fa901,Deepak Paliwal,4,Really Nice,good
review-e8819754-0c74-4821-9e61-52585486d6f3,vignesh,5,Must buy!,worth money
review-3b5235b8-6546-4f45-bc8a-bc814bc6b50c,Ankush Sharma,4,Nice product,nice slow writing speed
review-c78b1a61-0747-4037-9b01-ec047e0aaf35,Ramesh kumar Nama,5,Mind-blowing purchase,love hp drive fast data copy easy us love flipkart tq
review-ce3bda28-c8e1-40e0-a6e8-16c7f6c0eedf,Flipkart Customer,4,Pretty good,nice product
review-25e44899-2b51-401d-8e74-89bc7c87f717,adithya j,1,Not recommended at all,cable good connected properly
review-3ed42c9b-b26d-4b6c-9096-b0b81f62d566,Parinav Kumar,5,Great product,good
review-89aa59dc-6911-4359-b2db-269dc7eaa05b,Flipkart Customer,5,Great Product,working fine 1 year using
review-b487d913-b03d-4e2b-ba6a-8c09886fc103,DR. SHANTHAMURTHY K B Bangarappa,5,Mind-blowing purchase,hard disc working efficiently satisfactory stored familiy data external disc technical defects occured far worth purchase hard disc protect data video photosamount also less compred market
review-4c3daf70-6233-4963-bcd5-e440307cd21b,Flipkart Customer,5,Excellent,picture nice performance
review-362f6eb6-085b-4952-a15d-6d333167447c,Flipkart Customer,3,Nice,good
review-174964e5-9f97-4866-b253-6e41bccc4721,Flipkart Customer,4,Value-for-money,ok
review-1a97022b-a33f-4da9-8464-2adb7381f7f4,Shubham Prajapati,4,Good quality product,look wise goodspeed min 52mbps
review-a59962c1-96fb-48e1-9560-1f49ffb00f50,vino s,5,Brilliant,simply wow
review-c57b2359-026f-43cf-8e87-6ab6105e6971,Flipkart Customer,5,Best in the market!,comfortable product
review-6ca35734-a059-421b-a310-e5a285044cf3,Balaji Kanaparthi,4,Pretty good,good product
review-8a98dfe1-d35a-4f1b-9899-b3e8d1d3a3d0,Jigar Patel,5,Mind-blowing purchase,good
review-d5c2d1d5-06f4-4548-9e1f-0d12899640a8,FAIZULLA SONU,4,Delightful,good product durable
review-f23d05f9-3896-4452-aff4-d77d21d5ed26,Pavan Kumar Sanga,4,Worth the money,useful
review-aa75f4e5-1bbd-4e95-b66e-9c1668fad982,Nikun Vadadoriya,1,Worthless,speed slow warranty getting
review-11712392-d428-40cc-8acf-af832fe28694,Senthil Kumar,5,Highly recommended,good
review-cf7f0b83-320a-4d0b-81de-1f47f260ede6,Manjunath C,1,Worst experience ever!,bd product
review-594f5379-8797-445e-9b4e-f6e5623bf791,Mohan Raj,4,Worth the money,nice product inbuilt password protection
review-dd805a7c-1694-4a37-9e6c-ffcd1ac85ee6,Manu B,4,Really Nice,good productvalue money
review-cbbc5f73-e69d-40dd-9573-5fd0818adb07,Arjun Singh,5,Great product,good product
review-70a34397-1c57-4fb2-a7b3-37866c573b84,Ashish Kumar,3,Fair,good
review-e67da652-1530-4e68-a930-556292c14539,Vijay Kumar,4,Good quality product,perfect
review-83e79d25-ea86-46bd-aaf4-f753042fd6af,Bikash Kumar,4,Nice product,good product high price
review-4fbdfc23-3d25-461a-828f-340d7a7aa673,Abhishek Reddy,4,Delightful,bad
review-b65da820-3bfa-4156-99e9-b95e6d0f3a28,Sai T,1,Not recommended at all,waste product product getting heat
review-95f7ff71-2cdb-46f7-9c0b-346ed4cded51,Dharshini Mahendran,2,Bad quality,got hard disk dec 2018 nd nt working doesnt physical damage bt still working
review-830f551b-3683-45c8-b21b-1d834ec8c04e,Raj Kumar,5,Worth every penny,good
review-29e50049-5a57-442c-8bc3-28750e9895c4,Swapnil Sodaye,5,Awesome,good product
review-79c096dc-e6da-42ba-a2cd-acdf9861c44a,Arjun adithyan Kichu,5,Perfect product!,nice
review-8fcbe4fb-9310-48e9-8911-6e380c771f88,Flipkart Customer,4,Good quality product,good
review-7f19e661-7d88-45d2-a95f-cc8ce3b39b98,Dayananda Hardys,5,Terrific,products totally superb wonderful n dexterity
review-f92a8260-39c0-4e9d-9add-0ad5b921eba7,Kishor Pandugu,5,Wonderful,best available product terms price speed compatibility
review-3ccc04b2-639a-4bec-9e12-e0d6222e6b9c,Rishabh Pandey,5,Worth every penny,good
review-93b2c999-c578-4066-bdc4-d108dc0ec0d6,Flipkart Customer,4,Wonderful,good
review-89df3b07-a854-4f00-a33b-4157e8b93407,Sangita Sinha,5,Awesome,good android well windows compatible
review-e487819d-5e05-41f4-af00-fdad3d7b1a97,Flipkart Customer,5,Wonderful,nice
review-dc71ac0a-20b1-46a6-81b3-7fc5cadbf980,MAHESH RAMRAO DESHMUKH MRDeshmukh,5,Highly recommended,excellent work good quality product
review-a4cf1cda-18f4-425a-bd39-6473281d7c7b,Riyaz Ansari,5,Terrific,helpful take ur data wherever u go easy use u also connect mobile phone
review-948bf5ec-3d41-4d8f-8258-7529c9ff9b6f,Flipkart Customer,4,Very Good,k good product
review-4d763b31-582d-4ae2-9bb8-23e7d5ff2688,Flipkart Customer,5,Fabulous!,good quality
review-688dbbde-d415-4c0e-b3c4-9ba82e1eb15f,Flipkart Customer,5,Classy product,nice product good delivery service
review-2aa766d9-03a5-4611-ab1a-31f0a357591d,Flipkart Customer,4,Good quality product,good quality
review-fcde56bd-d487-4ee4-9fb3-514d811d1130,Bhaskar Rao,4,Very Good,superb
review-d213f773-99d8-47de-9f5e-8ad3ebdc85d7,capt.Raveendra capt.Raveendra,1,Very poor,working 2 months
review-709f5017-eb37-42ae-96c3-3bd480f5124d,Rajesh Sur,1,Don't waste your money,worst speed
review-3b474a11-1dcd-4026-87a3-f3c05593f73d,Flipkart Customer,3,Nice,nice product
review-86d3f92b-9a47-4060-967e-6919d57ea7cf,Flipkart Customer,5,Mind-blowing purchase,nice product
review-5d7c2cb9-ace3-40bb-8e51-ad020c83add8,Shashikant Choudhary,5,Excellent,value money
review-ea5f0124-8068-46fb-93e3-35cd13e1ded0,Niveth Kumar,5,Brilliant,using upto 4 months till problem camenice beautifulvery cool
review-05f6e524-97e0-41d1-bbed-b20601a8b099,Flipkart Customer,4,Value-for-money,super
review-060ffa84-3333-45c6-b5ee-eebacdf2d7b4,Amjed,5,Fabulous!,good product compact sturdy using nearly year problem far
review-3e66fdf5-f449-45a7-8d31-eadad48f7558,Sanu Raj,5,Simply awesome,nice product
review-1027d000-6e24-45cf-8f53-d57235f66abb,Nilesh Kantharia,5,Worth every penny,connectivity good
review-8eab3683-e8d8-4876-a99b-f3ca933009c9,Roshan Patel,5,Highly recommended,best
review-a12a694e-2fb3-4a84-8cb3-318a71bb0536,divakar t,5,Classy product,6 months usage good
review-ad696bf5-5337-4cff-bee6-b4f47c47a906,SRINIVAS NUNAVATH,5,Awesome,super device problem found yet
review-f8fcd0fb-4f96-4f63-8a10-94a9cb0c982e,Mani Kandan,5,Classy product,nice body desinghperfect transfer speed
review-2a29115f-0103-4237-b924-86ddb861e128,SANDEEP KUMAR CHAUHAN,4,Nice product,nice
review-2b4da655-73fa-44b1-8ce3-8923c372b056,GaneswaraRao G,4,Nice product,nice one
review-6cef2b9f-bcc7-49c6-bf7c-e328b565c421,Sai giridhar A,4,Good quality product,good
review-f55b276a-c85b-4615-b911-4471d0fb329b,Flipkart Customer,1,Utterly Disappointed,want give back 150gb music disappeared bad product dont buy
review-35744fc4-002c-4904-a92c-b701dbf93873,RAMA KRISHNA,3,Just okay,data transfer rate satisfactory
review-c6a57aa5-9199-4fd6-8d5a-f6834356b214,Anuj Kumar,5,Fabulous!,good
review-1a177a2c-2e20-455e-9763-e84192fef96b,Jagannath Choudhari,5,Super!,nice
review-f6c58a85-55e0-451b-a07d-d744c6bdb090,Avinash Kumar,5,Terrific,good one
review-2b419cbf-1dea-403e-badd-0e9ff9dd6a7d,jhansila vk,5,Must buy!,nice go
review-8e894e1f-6b62-4854-a3ec-b59d0aa9a68e,Flipkart Customer,5,Simply awesome,nice
review-c6ad2d0e-5b57-49aa-a750-5e340c7e99f5,Manish Kashyap,5,Perfect product!,excellent
review-253085b4-667a-4773-9b73-4540220b3976,Yagpriy Saini,5,Classy product,thanks
review-b89fe6d4-0fa6-4231-8a47-e63f16f2c9df,Flipkart Customer,5,Just wow!,good
review-f7a698dc-fbbb-4a12-b5da-8a564461d9b6,Flipkart Customer,5,Highly recommended,good
review-c978561c-52f6-4bf1-ba23-d5ffb50266c2,Rohit Samal,1,Very poor,got defective item
review-45a387f7-cff1-4652-b26b-527bf790c2a7,Varun Kapila,4,Good choice,good speed good transferno issues face till
review-0fd11b82-187b-4943-9259-04c66e67a9a9,Ashwani Kumar Shakya,5,Classy product,product good
review-cb156018-acb8-4a79-9e11-d01b5149da9c,Flipkart Customer,2,Moderate,hard disc crash within warranty periode replace new disc saved memories lost
review-109b8f8e-f000-4c0a-a0b5-8bded4f916d0,Flipkart Customer,5,Wonderful,good
review-ea80f92c-c9c6-433a-a6a4-efc3afdabfab,RAJASHEKAR VELPULA,3,Nice,ok
review-13c63411-d639-413b-b8cd-179b85c98671,Sanish Mon PB,5,Worth every penny,nice
review-a76ebd4c-b90d-46e2-99fd-b60cba8b4d83,Flipkart Customer,5,Excellent,good
review-98cbc577-08f6-4fe4-8cf2-28808aa26c0f,Flipkart Customer,4,Really Nice,simply superb worth money
review-f5286e5a-4eee-4138-8a54-e02829c6d6b2,DHANANJAY KUMAR SINGH,5,Awesome,good product
review-c0879848-793e-4e42-9228-ef0e00526b22,Akash Kumar,4,Really Nice,nice product
review-3f5152ad-563f-447c-873c-e5952dbe0ef3,Nikhil saini,5,Perfect product!,nice product
review-5752e9fc-56c2-4155-b545-46c058768532,Alok Jha,5,Brilliant,nice one loved thank flipkart
review-8475abfb-733d-410b-b50f-985d1aaf5b97,Ashok Bhambi,4,Good quality product,price looks high
review-55da606b-8ab6-4db2-b418-a9b645ccfc40,sunny,5,Mind-blowing purchase,amazing
review-cd67ec05-fc72-4f98-98bb-017c87b34719,SAn Das,5,Simply awesome,fast file transfer
review-d7bffbbd-6398-4a63-a3fd-38d5f38e78f4,Gowthami Balu,5,Fabulous!,awesome product
review-2472c9a9-2fa8-46c2-9e39-aacef297dac1,Flipkart Customer,5,Fabulous!,excellent quality
review-b1e69b54-c5ab-40aa-99db-51cc3051121c,Jayajeet Manoj,5,Terrific,best hard drive reasonable price transferring speed also good build quality isnt worth money
review-637e170f-2f11-49e3-83cb-abd0069f9a2f,Prasadkumar B. Oza,5,Awesome,go itbody built 45read write speed 5
review-c4bba950-b47b-4a30-8a50-75fc7f5a5a00,SADANANDA BHANDARI,5,Mind-blowing purchase,delivery prompt compatible laptop mobile phones tested compatibility space exact 1 tb
review-75f50844-2837-4b91-847a-e73b559c3b0a,Debajyoti,4,Wonderful,recived good producteverything fine available space 910 gb 1tbflipkart something
review-33b22e6a-3cd7-46ce-a0d6-418e552e1553,Dinesh Pradhan,4,Good choice,nice
review-591aa7aa-9f98-43af-b872-c835af173e76,PRANAY REDDY PAILLA,5,Terrific purchase,nice
review-c8f44d47-ec39-471b-9044-5095e6390af8,Saurav Mittal,5,Simply awesome,awesome product
review-b44c1a4d-69bf-4674-85d3-e8699c5bd597,K R SEENIVASAGAM,5,Highly recommended,excellent product
review-aa7c1929-798d-4fee-bae0-67804add5569,Naveen Jangid,5,Worth every penny,good productnice transfer speednice lookswhen directly running videomovies hard driveit takes time forward backward video
review-853d8ba7-12eb-4ee6-957d-0725f9e8f26c,siddhartha das,5,Perfect product!,great
review-f5f0eb52-f4b8-4fb0-ba43-a7552560d17c,Flipkart Customer,5,Must buy!,good product
review-9e8d9b57-67e3-4061-ab1b-968ae86379e4,Chandrakant Budni,4,Worth the money,super
review-52a73f5f-9537-4a06-ae90-f120904c311a,Ashok Kumar,5,Best in the market!,nice
review-76543935-8f69-4f43-994e-0dc09cc9731b,JEEVA .,5,Highly recommended,automatically storage good advantage
review-1a80401e-c438-4246-9e05-9f8b6e9c2c69,Flipkart Customer,5,Super!,good product
review-feae0daa-5e03-4c37-aea8-db86b4e4f277,Srivathsan K,5,Best in the market!,nice product great value money
review-33b4b485-f2c5-4610-9b47-4ea124287315,Sunil Kumar,5,Must buy!,good price
review-bc5c7882-0b5d-41eb-b0c5-6540fe68190c,Shubham Srivastava,3,Nice,electric shock use carefully
review-dec9c69a-c810-45e5-a992-b26d55ce5949,Md Yousuf Quamar,4,Wonderful,ok
review-7a6f0b7a-8dbc-4883-a531-b51aca79ca9a,Rohit Kumar,4,Good choice,average speed 115 mbps
review-94e93dd3-e1e0-45df-b608-df720f432ad7,Rakesh,4,Pretty good,nice
review-63c16d7c-36b5-4932-970f-01efe54d8cca,Sanket Naik,5,Simply awesome,didt work connected usb port front cpu worked connected behind cpu overall good product recommend product r going buy hardisk
review-8a36de6e-0620-44b1-a3d5-1d12f72312b9,Flipkart Customer,5,Must buy!,good quality
review-eab0f953-621d-426a-a115-51ea1ce66963,Dada Mastan,5,Best in the market!,good useful product
review-26e7ef53-f14a-4394-96ea-4aca6c2435e5,Yunus Ali,5,Super!,good
review-ba908558-7231-41f4-9aad-cb5803ebe251,Randheer K,5,Perfect product!,superb productfrom hp
review-fa783128-033c-4df8-b4bd-f8897937a3ab,AJAY SHARMA,5,Must buy!,good hard disk
review-39974714-b80e-4ab5-af78-bee8a441cf3f,Abhishek Kumar,4,Very Good,ok need special locking style
review-25cf0e51-b6ea-4f15-9fc4-03f5fe49b80a,Hasmukh Maljibhai Solanki,5,Awesome,good product issue file transfer also fast recommend friend
review-03f7b23a-9d42-4c2d-8501-eb7ea8de1132,Nitin Kumar,5,Perfect product!,good
review-349aa0fe-69a1-4d69-a5ed-ac2a232a842b,akash Verma,5,Simply awesome,best quality products best speed
review-57660dd0-17cb-4960-9d70-84d5916461a6,sekhar reddy,5,Great product,working good
review-b02229f2-fd0d-473d-ad1e-59d88a455809,Shivam Singh,1,Utterly Disappointed,bad quality product hard disk stopped working time use although got new one replacement incurred data important loss cant recovered
review-707aa7f6-e329-48cf-8b6a-2d5856075c27,Flipkart Customer,4,Value-for-money,nice use small also
review-312e21b0-7a4c-41ab-ab25-2901d9b33b97,G laxman Rao,4,Wonderful,super
review-25c162af-57e1-4d3d-acaa-fad9ae422b27,Paramjeet Sandha,5,Brilliant,nice
review-41ae9d9f-05c9-4334-97a0-60654a63f3e1,Flipkart Customer,5,Wonderful,awesome product thank flipkart
review-67140dc9-c4a4-495f-bc8e-638807e4c6be,Sahadeb Barman,3,Does the job,great thanks
review-ba1d01ce-e676-4eff-94c5-eb700b969fa6,Flipkart Customer,5,Best in the market!,gud product
review-b948f6b8-cff6-43b9-9afe-3e2548fc2309,Vidisha Vallabh,4,Very Good,fast good looking sleek light weight
review-1fec6c33-c72a-4bbd-9ef2-b86f569aa3fd,PAMIDIMUKKALA RAVI SHANKAR,5,Just wow!,excellent productworththanks flipkart
review-0c1405d3-9e91-45fc-9c56-adfe526545c2,Flipkart Customer,1,Absolute rubbish!,good hard disk corrupted within 40days dont know thinking recover data please buy product someone know recovery data corrupted disk please let know
review-6c26059f-09da-4587-975d-d8d6ae2dc120,gokul sajeev,4,Really Nice,simply awesomebut speed low compared seagateplus slim
review-a6bf91a9-aeca-48e6-8721-4f7ee41464e1,Ganesh babu B,2,Slightly disappointed,working even doesnt showing pclaptop total money wasted
review-5ccca1f0-ff75-4711-b137-3e43d7e701f2,Flipkart Customer,4,Good quality product,good quality disk
review-4318560f-f28b-490c-8792-f26487d61c6d,Sarath S,4,Good choice,good quite use heat
review-78aa6793-a4bb-4f20-a5b6-d10cdf35bb00,Shoaib Ahmad,5,Great product,best product easy handle use wiselyfor long stay product gets little heat continuous use ok
review-de89d102-8602-4a43-bd3a-bf83f484b427,jomon k john,4,Worth the money,good
review-93095492-fd85-4157-917f-4dfdc057a370,Surendra Kumar Sahoo,5,Great product,away
review-35b181aa-333c-4446-aebd-314e9d60addd,Vinay Katiria,3,Good,goodfinish speed describes specs
review-7260e053-4ba1-4a9e-ba6a-e97d29846e42,shashi pratap singh,4,Really Nice,working great
review-79f9238f-6ec5-4ac6-803a-9876fdc66496,Arpita Singh,5,Awesome,extremely good product one year since bought still condition
review-5af12a95-f640-4f09-929f-1e624ff0caca,MAHESH KUMAR,5,Perfect product!,good product
review-d9cc9e48-a260-446b-8eca-b33b3cea641a,Flipkart Customer,3,Decent product,good
review-f9243775-c7c5-49df-b977-6b934a887bf5,Flipkart dipika,3,Fair,good purchase
